Index,SortingAlgo,SortingType,DataType,DataSize,ExeTime
9,QuickSortGPT,Ascending,ReverseSorted,10000,154742090
10,QuickSortGPT,Ascending,ReverseSorted,10000,155279115
1,QuickSortGPT,Ascending,PartiallySorted,10000,1580675
2,QuickSortGPT,Ascending,PartiallySorted,10000,1569578
3,QuickSortGPT,Ascending,PartiallySorted,10000,1365164
4,QuickSortGPT,Ascending,PartiallySorted,10000,1624662
5,QuickSortGPT,Ascending,PartiallySorted,10000,1146937
6,QuickSortGPT,Ascending,PartiallySorted,10000,2361095
7,QuickSortGPT,Ascending,PartiallySorted,10000,1559361
8,QuickSortGPT,Ascending,PartiallySorted,10000,1138952
9,QuickSortGPT,Ascending,PartiallySorted,10000,2168691
10,QuickSortGPT,Ascending,PartiallySorted,10000,2086093
1,QuickSortGPT,Ascending,DuplicateValues,10000,235364992
2,QuickSortGPT,Ascending,DuplicateValues,10000,232953610
3,QuickSortGPT,Ascending,DuplicateValues,10000,252092163
4,QuickSortGPT,Ascending,DuplicateValues,10000,388882622
5,QuickSortGPT,Ascending,DuplicateValues,10000,266933225
6,QuickSortGPT,Ascending,DuplicateValues,10000,282496303
7,QuickSortGPT,Ascending,DuplicateValues,10000,234858337
8,QuickSortGPT,Ascending,DuplicateValues,10000,245136796
9,QuickSortGPT,Ascending,DuplicateValues,10000,236177084
10,QuickSortGPT,Ascending,DuplicateValues,10000,231642061
1,SelectionSortGPT,Ascending,Random,100,159375
2,SelectionSortGPT,Ascending,Random,100,122692
3,SelectionSortGPT,Ascending,Random,100,135883
4,SelectionSortGPT,Ascending,Random,100,121087
5,SelectionSortGPT,Ascending,Random,100,122318
6,SelectionSortGPT,Ascending,Random,100,123654
7,SelectionSortGPT,Ascending,Random,100,120809
8,SelectionSortGPT,Ascending,Random,100,120605
9,SelectionSortGPT,Ascending,Random,100,120409
10,SelectionSortGPT,Ascending,Random,100,121158
1,SelectionSortGPT,Ascending,Sorted,100,116793
2,SelectionSortGPT,Ascending,Sorted,100,122230
3,SelectionSortGPT,Ascending,Sorted,100,114838
4,SelectionSortGPT,Ascending,Sorted,100,142954
5,SelectionSortGPT,Ascending,Sorted,100,41910
6,SelectionSortGPT,Ascending,Sorted,100,43926
7,SelectionSortGPT,Ascending,Sorted,100,41678
8,SelectionSortGPT,Ascending,Sorted,100,28490
9,SelectionSortGPT,Ascending,Sorted,100,32504
10,SelectionSortGPT,Ascending,Sorted,100,28344
1,SelectionSortGPT,Ascending,ReverseSorted,100,79216
2,SelectionSortGPT,Ascending,ReverseSorted,100,32101
3,SelectionSortGPT,Ascending,ReverseSorted,100,34213
4,SelectionSortGPT,Ascending,ReverseSorted,100,33375
5,SelectionSortGPT,Ascending,ReverseSorted,100,33678
6,SelectionSortGPT,Ascending,ReverseSorted,100,32676
7,SelectionSortGPT,Ascending,ReverseSorted,100,33675
8,SelectionSortGPT,Ascending,ReverseSorted,100,31366
9,SelectionSortGPT,Ascending,ReverseSorted,100,36089
10,SelectionSortGPT,Ascending,ReverseSorted,100,32650
1,SelectionSortGPT,Ascending,PartiallySorted,100,45145
2,SelectionSortGPT,Ascending,PartiallySorted,100,31372
3,SelectionSortGPT,Ascending,PartiallySorted,100,35730
4,SelectionSortGPT,Ascending,PartiallySorted,100,31142
5,SelectionSortGPT,Ascending,PartiallySorted,100,32173
6,SelectionSortGPT,Ascending,PartiallySorted,100,29757
7,SelectionSortGPT,Ascending,PartiallySorted,100,31659
8,SelectionSortGPT,Ascending,PartiallySorted,100,32680
9,SelectionSortGPT,Ascending,PartiallySorted,100,31899
10,SelectionSortGPT,Ascending,PartiallySorted,100,33843
1,SelectionSortGPT,Ascending,DuplicateValues,100,29672
2,SelectionSortGPT,Ascending,DuplicateValues,100,74785
3,SelectionSortGPT,Ascending,DuplicateValues,100,30843
4,SelectionSortGPT,Ascending,DuplicateValues,100,29729
5,SelectionSortGPT,Ascending,DuplicateValues,100,40109
6,SelectionSortGPT,Ascending,DuplicateValues,100,29567
7,SelectionSortGPT,Ascending,DuplicateValues,100,34287
8,SelectionSortGPT,Ascending,DuplicateValues,100,31117
9,SelectionSortGPT,Ascending,DuplicateValues,100,32278
10,SelectionSortGPT,Ascending,DuplicateValues,100,31165
1,SelectionSortGPT,Ascending,Random,1000,3465173
2,SelectionSortGPT,Ascending,Random,1000,9785101
3,SelectionSortGPT,Ascending,Random,1000,14027702
4,SelectionSortGPT,Ascending,Random,1000,6754424
5,SelectionSortGPT,Ascending,Random,1000,1809301
6,SelectionSortGPT,Ascending,Random,1000,1690418
7,SelectionSortGPT,Ascending,Random,1000,2136454
8,SelectionSortGPT,Ascending,Random,1000,1736855
9,SelectionSortGPT,Ascending,Random,1000,1614080
10,SelectionSortGPT,Ascending,Random,1000,1602220
1,SelectionSortGPT,Ascending,Sorted,1000,1880099
2,SelectionSortGPT,Ascending,Sorted,1000,1573710
3,SelectionSortGPT,Ascending,Sorted,1000,1572533
4,SelectionSortGPT,Ascending,Sorted,1000,1965015
5,SelectionSortGPT,Ascending,Sorted,1000,1939054
6,SelectionSortGPT,Ascending,Sorted,1000,1782807
7,SelectionSortGPT,Ascending,Sorted,1000,1571422
8,SelectionSortGPT,Ascending,Sorted,1000,1570747
9,SelectionSortGPT,Ascending,Sorted,1000,1719432
10,SelectionSortGPT,Ascending,Sorted,1000,1956563
1,SelectionSortGPT,Ascending,ReverseSorted,1000,1660354
2,SelectionSortGPT,Ascending,ReverseSorted,1000,1629700
3,SelectionSortGPT,Ascending,ReverseSorted,1000,1643838
4,SelectionSortGPT,Ascending,ReverseSorted,1000,2112515
5,SelectionSortGPT,Ascending,ReverseSorted,1000,1675486
6,SelectionSortGPT,Ascending,ReverseSorted,1000,1679634
7,SelectionSortGPT,Ascending,ReverseSorted,1000,1659672
8,SelectionSortGPT,Ascending,ReverseSorted,1000,1768964
9,SelectionSortGPT,Ascending,ReverseSorted,1000,1731978
10,SelectionSortGPT,Ascending,ReverseSorted,1000,1797267
1,SelectionSortGPT,Ascending,PartiallySorted,1000,1756472
2,SelectionSortGPT,Ascending,PartiallySorted,1000,1914384
3,SelectionSortGPT,Ascending,PartiallySorted,1000,1729103
4,SelectionSortGPT,Ascending,PartiallySorted,1000,1964888
5,SelectionSortGPT,Ascending,PartiallySorted,1000,1901109
6,SelectionSortGPT,Ascending,PartiallySorted,1000,1955789
7,SelectionSortGPT,Ascending,PartiallySorted,1000,1963019
8,SelectionSortGPT,Ascending,PartiallySorted,1000,1919866
9,SelectionSortGPT,Ascending,PartiallySorted,1000,1896981
10,SelectionSortGPT,Ascending,PartiallySorted,1000,1907820
1,SelectionSortGPT,Ascending,DuplicateValues,1000,1900781
2,SelectionSortGPT,Ascending,DuplicateValues,1000,1956875
3,SelectionSortGPT,Ascending,DuplicateValues,1000,1898081
4,SelectionSortGPT,Ascending,DuplicateValues,1000,2076321
5,SelectionSortGPT,Ascending,DuplicateValues,1000,1937697
6,SelectionSortGPT,Ascending,DuplicateValues,1000,1895350
7,SelectionSortGPT,Ascending,DuplicateValues,1000,1895257
8,SelectionSortGPT,Ascending,DuplicateValues,1000,1899590
9,SelectionSortGPT,Ascending,DuplicateValues,1000,1902033
10,SelectionSortGPT,Ascending,DuplicateValues,1000,2009372
1,SelectionSortGPT,Ascending,Random,10000,173688199
2,SelectionSortGPT,Ascending,Random,10000,166379095
3,SelectionSortGPT,Ascending,Random,10000,166867598
4,SelectionSortGPT,Ascending,Random,10000,167399134
5,SelectionSortGPT,Ascending,Random,10000,168355280
6,SelectionSortGPT,Ascending,Random,10000,166651143
7,SelectionSortGPT,Ascending,Random,10000,167151811
8,SelectionSortGPT,Ascending,Random,10000,179402162
9,SelectionSortGPT,Ascending,Random,10000,168139527
10,SelectionSortGPT,Ascending,Random,10000,168741060
1,SelectionSortGPT,Ascending,Sorted,10000,171551378
2,SelectionSortGPT,Ascending,Sorted,10000,163044883
3,SelectionSortGPT,Ascending,Sorted,10000,168218136
4,SelectionSortGPT,Ascending,Sorted,10000,168248484
5,SelectionSortGPT,Ascending,Sorted,10000,163724885
6,SelectionSortGPT,Ascending,Sorted,10000,176834640
7,SelectionSortGPT,Ascending,Sorted,10000,166392131
8,SelectionSortGPT,Ascending,Sorted,10000,168336386
9,SelectionSortGPT,Ascending,Sorted,10000,163351945
10,SelectionSortGPT,Ascending,Sorted,10000,164786677
1,SelectionSortGPT,Ascending,ReverseSorted,10000,175888289
2,SelectionSortGPT,Ascending,ReverseSorted,10000,163392988
3,SelectionSortGPT,Ascending,ReverseSorted,10000,164135954
4,SelectionSortGPT,Ascending,ReverseSorted,10000,241822958
5,SelectionSortGPT,Ascending,ReverseSorted,10000,185011517
6,SelectionSortGPT,Ascending,ReverseSorted,10000,195892936
7,SelectionSortGPT,Ascending,ReverseSorted,10000,198230685
8,SelectionSortGPT,Ascending,ReverseSorted,10000,232299943
9,SelectionSortGPT,Ascending,ReverseSorted,10000,188252774
10,SelectionSortGPT,Ascending,ReverseSorted,10000,163714256
1,SelectionSortGPT,Ascending,PartiallySorted,10000,165943389
2,SelectionSortGPT,Ascending,PartiallySorted,10000,188085992
3,SelectionSortGPT,Ascending,PartiallySorted,10000,183987202
4,SelectionSortGPT,Ascending,PartiallySorted,10000,166347256
5,SelectionSortGPT,Ascending,PartiallySorted,10000,164460399
6,SelectionSortGPT,Ascending,PartiallySorted,10000,172425721
7,SelectionSortGPT,Ascending,PartiallySorted,10000,207527727
8,SelectionSortGPT,Ascending,PartiallySorted,10000,194969264
9,SelectionSortGPT,Ascending,PartiallySorted,10000,243548108
10,SelectionSortGPT,Ascending,PartiallySorted,10000,201812591
1,SelectionSortGPT,Ascending,DuplicateValues,10000,195876958
2,SelectionSortGPT,Ascending,DuplicateValues,10000,187301240
3,SelectionSortGPT,Ascending,DuplicateValues,10000,164309273
4,SelectionSortGPT,Ascending,DuplicateValues,10000,164343192
5,SelectionSortGPT,Ascending,DuplicateValues,10000,173147363
6,SelectionSortGPT,Ascending,DuplicateValues,10000,175423154
7,SelectionSortGPT,Ascending,DuplicateValues,10000,167630505
8,SelectionSortGPT,Ascending,DuplicateValues,10000,167270363
9,SelectionSortGPT,Ascending,DuplicateValues,10000,166030441
10,SelectionSortGPT,Ascending,DuplicateValues,10000,185905039
1,BubbleSortUntilNoChange,Ascending,Random,100,695433
2,BubbleSortUntilNoChange,Ascending,Random,100,334472
3,BubbleSortUntilNoChange,Ascending,Random,100,355771
4,BubbleSortUntilNoChange,Ascending,Random,100,342787
5,BubbleSortUntilNoChange,Ascending,Random,100,327819
6,BubbleSortUntilNoChange,Ascending,Random,100,356896
7,BubbleSortUntilNoChange,Ascending,Random,100,362820
8,BubbleSortUntilNoChange,Ascending,Random,100,217421
9,BubbleSortUntilNoChange,Ascending,Random,100,117244
10,BubbleSortUntilNoChange,Ascending,Random,100,101078
1,BubbleSortUntilNoChange,Ascending,Sorted,100,1983
2,BubbleSortUntilNoChange,Ascending,Sorted,100,1587
3,BubbleSortUntilNoChange,Ascending,Sorted,100,1281
4,BubbleSortUntilNoChange,Ascending,Sorted,100,1175
5,BubbleSortUntilNoChange,Ascending,Sorted,100,1187
6,BubbleSortUntilNoChange,Ascending,Sorted,100,1260
7,BubbleSortUntilNoChange,Ascending,Sorted,100,1151
8,BubbleSortUntilNoChange,Ascending,Sorted,100,1139
9,BubbleSortUntilNoChange,Ascending,Sorted,100,1157
10,BubbleSortUntilNoChange,Ascending,Sorted,100,1182
1,BubbleSortUntilNoChange,Ascending,ReverseSorted,100,139425
2,BubbleSortUntilNoChange,Ascending,ReverseSorted,100,152737
3,BubbleSortUntilNoChange,Ascending,ReverseSorted,100,139150
4,BubbleSortUntilNoChange,Ascending,ReverseSorted,100,140789
5,BubbleSortUntilNoChange,Ascending,ReverseSorted,100,139339
6,BubbleSortUntilNoChange,Ascending,ReverseSorted,100,140753
7,BubbleSortUntilNoChange,Ascending,ReverseSorted,100,140559
8,BubbleSortUntilNoChange,Ascending,ReverseSorted,100,139627
9,BubbleSortUntilNoChange,Ascending,ReverseSorted,100,139314
10,BubbleSortUntilNoChange,Ascending,ReverseSorted,100,140841
1,BubbleSortUntilNoChange,Ascending,PartiallySorted,100,81060
2,BubbleSortUntilNoChange,Ascending,PartiallySorted,100,87023
3,BubbleSortUntilNoChange,Ascending,PartiallySorted,100,70009
4,BubbleSortUntilNoChange,Ascending,PartiallySorted,100,60851
5,BubbleSortUntilNoChange,Ascending,PartiallySorted,100,78409
6,BubbleSortUntilNoChange,Ascending,PartiallySorted,100,89739
7,BubbleSortUntilNoChange,Ascending,PartiallySorted,100,71609
8,BubbleSortUntilNoChange,Ascending,PartiallySorted,100,81839
9,BubbleSortUntilNoChange,Ascending,PartiallySorted,100,44027
10,BubbleSortUntilNoChange,Ascending,PartiallySorted,100,76874
1,BubbleSortUntilNoChange,Ascending,DuplicateValues,100,295583
2,BubbleSortUntilNoChange,Ascending,DuplicateValues,100,12003
3,BubbleSortUntilNoChange,Ascending,DuplicateValues,100,1902
4,BubbleSortUntilNoChange,Ascending,DuplicateValues,100,1935
5,BubbleSortUntilNoChange,Ascending,DuplicateValues,100,1897
6,BubbleSortUntilNoChange,Ascending,DuplicateValues,100,2907
7,BubbleSortUntilNoChange,Ascending,DuplicateValues,100,1931
8,BubbleSortUntilNoChange,Ascending,DuplicateValues,100,2014
9,BubbleSortUntilNoChange,Ascending,DuplicateValues,100,1878
10,BubbleSortUntilNoChange,Ascending,DuplicateValues,100,1969
1,BubbleSortUntilNoChange,Ascending,Random,1000,21219907
2,BubbleSortUntilNoChange,Ascending,Random,1000,3689505
3,BubbleSortUntilNoChange,Ascending,Random,1000,3501186
4,BubbleSortUntilNoChange,Ascending,Random,1000,3237539
5,BubbleSortUntilNoChange,Ascending,Random,1000,3476927
6,BubbleSortUntilNoChange,Ascending,Random,1000,3851410
7,BubbleSortUntilNoChange,Ascending,Random,1000,3510629
8,BubbleSortUntilNoChange,Ascending,Random,1000,3722152
9,BubbleSortUntilNoChange,Ascending,Random,1000,3589557
10,BubbleSortUntilNoChange,Ascending,Random,1000,3914950
1,BubbleSortUntilNoChange,Ascending,Sorted,1000,3306
2,BubbleSortUntilNoChange,Ascending,Sorted,1000,3161
3,BubbleSortUntilNoChange,Ascending,Sorted,1000,3128
4,BubbleSortUntilNoChange,Ascending,Sorted,1000,3093
5,BubbleSortUntilNoChange,Ascending,Sorted,1000,3102
6,BubbleSortUntilNoChange,Ascending,Sorted,1000,3100
7,BubbleSortUntilNoChange,Ascending,Sorted,1000,3122
8,BubbleSortUntilNoChange,Ascending,Sorted,1000,3091
9,BubbleSortUntilNoChange,Ascending,Sorted,1000,3152
10,BubbleSortUntilNoChange,Ascending,Sorted,1000,3105
1,BubbleSortUntilNoChange,Ascending,ReverseSorted,1000,4076848
2,BubbleSortUntilNoChange,Ascending,ReverseSorted,1000,4052743
3,BubbleSortUntilNoChange,Ascending,ReverseSorted,1000,4831751
4,BubbleSortUntilNoChange,Ascending,ReverseSorted,1000,4613316
5,BubbleSortUntilNoChange,Ascending,ReverseSorted,1000,4103417
6,BubbleSortUntilNoChange,Ascending,ReverseSorted,1000,4089409
7,BubbleSortUntilNoChange,Ascending,ReverseSorted,1000,4230295
8,BubbleSortUntilNoChange,Ascending,ReverseSorted,1000,4092915
9,BubbleSortUntilNoChange,Ascending,ReverseSorted,1000,4082037
10,BubbleSortUntilNoChange,Ascending,ReverseSorted,1000,4604391
1,BubbleSortUntilNoChange,Ascending,PartiallySorted,1000,2977166
2,BubbleSortUntilNoChange,Ascending,PartiallySorted,1000,2860963
3,BubbleSortUntilNoChange,Ascending,PartiallySorted,1000,2968064
4,BubbleSortUntilNoChange,Ascending,PartiallySorted,1000,2959780
5,BubbleSortUntilNoChange,Ascending,PartiallySorted,1000,3454536
6,BubbleSortUntilNoChange,Ascending,PartiallySorted,1000,2794776
7,BubbleSortUntilNoChange,Ascending,PartiallySorted,1000,2941776
8,BubbleSortUntilNoChange,Ascending,PartiallySorted,1000,2759569
9,BubbleSortUntilNoChange,Ascending,PartiallySorted,1000,2504230
10,BubbleSortUntilNoChange,Ascending,PartiallySorted,1000,2990482
1,BubbleSortUntilNoChange,Ascending,DuplicateValues,1000,3228
2,BubbleSortUntilNoChange,Ascending,DuplicateValues,1000,3079
3,BubbleSortUntilNoChange,Ascending,DuplicateValues,1000,3377
4,BubbleSortUntilNoChange,Ascending,DuplicateValues,1000,3109
5,BubbleSortUntilNoChange,Ascending,DuplicateValues,1000,3082
6,BubbleSortUntilNoChange,Ascending,DuplicateValues,1000,3130
7,BubbleSortUntilNoChange,Ascending,DuplicateValues,1000,3082
8,BubbleSortUntilNoChange,Ascending,DuplicateValues,1000,3043
9,BubbleSortUntilNoChange,Ascending,DuplicateValues,1000,3068
10,BubbleSortUntilNoChange,Ascending,DuplicateValues,1000,3081
1,BubbleSortUntilNoChange,Ascending,Random,10000,484832229
2,BubbleSortUntilNoChange,Ascending,Random,10000,406451651
3,BubbleSortUntilNoChange,Ascending,Random,10000,380170193
4,BubbleSortUntilNoChange,Ascending,Random,10000,360352437
5,BubbleSortUntilNoChange,Ascending,Random,10000,354109737
6,BubbleSortUntilNoChange,Ascending,Random,10000,358507561
7,BubbleSortUntilNoChange,Ascending,Random,10000,354044948
8,BubbleSortUntilNoChange,Ascending,Random,10000,364799002
9,BubbleSortUntilNoChange,Ascending,Random,10000,393993978
10,BubbleSortUntilNoChange,Ascending,Random,10000,364988576
1,BubbleSortUntilNoChange,Ascending,Sorted,10000,23578
2,BubbleSortUntilNoChange,Ascending,Sorted,10000,22726
3,BubbleSortUntilNoChange,Ascending,Sorted,10000,22674
4,BubbleSortUntilNoChange,Ascending,Sorted,10000,22692
5,BubbleSortUntilNoChange,Ascending,Sorted,10000,22535
6,BubbleSortUntilNoChange,Ascending,Sorted,10000,22459
7,BubbleSortUntilNoChange,Ascending,Sorted,10000,22653
8,BubbleSortUntilNoChange,Ascending,Sorted,10000,21503
9,BubbleSortUntilNoChange,Ascending,Sorted,10000,21497
10,BubbleSortUntilNoChange,Ascending,Sorted,10000,21514
1,BubbleSortUntilNoChange,Ascending,ReverseSorted,10000,337064139
2,BubbleSortUntilNoChange,Ascending,ReverseSorted,10000,350125855
3,BubbleSortUntilNoChange,Ascending,ReverseSorted,10000,332860838
4,BubbleSortUntilNoChange,Ascending,ReverseSorted,10000,338006610
5,BubbleSortUntilNoChange,Ascending,ReverseSorted,10000,328643958
6,BubbleSortUntilNoChange,Ascending,ReverseSorted,10000,335773315
7,BubbleSortUntilNoChange,Ascending,ReverseSorted,10000,326396037
8,BubbleSortUntilNoChange,Ascending,ReverseSorted,10000,314488692
9,BubbleSortUntilNoChange,Ascending,ReverseSorted,10000,326500766
10,BubbleSortUntilNoChange,Ascending,ReverseSorted,10000,324381644
1,BubbleSortUntilNoChange,Ascending,PartiallySorted,10000,245249527
2,BubbleSortUntilNoChange,Ascending,PartiallySorted,10000,249282962
3,BubbleSortUntilNoChange,Ascending,PartiallySorted,10000,246922867
4,BubbleSortUntilNoChange,Ascending,PartiallySorted,10000,246732370
5,BubbleSortUntilNoChange,Ascending,PartiallySorted,10000,248401124
6,BubbleSortUntilNoChange,Ascending,PartiallySorted,10000,254679698
7,BubbleSortUntilNoChange,Ascending,PartiallySorted,10000,241822991
8,BubbleSortUntilNoChange,Ascending,PartiallySorted,10000,244638540
9,BubbleSortUntilNoChange,Ascending,PartiallySorted,10000,231684883
10,BubbleSortUntilNoChange,Ascending,PartiallySorted,10000,243972587
1,BubbleSortUntilNoChange,Ascending,DuplicateValues,10000,47377
2,BubbleSortUntilNoChange,Ascending,DuplicateValues,10000,22257
3,BubbleSortUntilNoChange,Ascending,DuplicateValues,10000,21997
4,BubbleSortUntilNoChange,Ascending,DuplicateValues,10000,22068
5,BubbleSortUntilNoChange,Ascending,DuplicateValues,10000,22026
6,BubbleSortUntilNoChange,Ascending,DuplicateValues,10000,22037
7,BubbleSortUntilNoChange,Ascending,DuplicateValues,10000,22047
8,BubbleSortUntilNoChange,Ascending,DuplicateValues,10000,22578
9,BubbleSortUntilNoChange,Ascending,DuplicateValues,10000,22655
10,BubbleSortUntilNoChange,Ascending,DuplicateValues,10000,22489
1,BubbleSortWhileNeeded,Ascending,Random,100,276173
2,BubbleSortWhileNeeded,Ascending,Random,100,179598
3,BubbleSortWhileNeeded,Ascending,Random,100,221222
4,BubbleSortWhileNeeded,Ascending,Random,100,165692
5,BubbleSortWhileNeeded,Ascending,Random,100,168482
6,BubbleSortWhileNeeded,Ascending,Random,100,181631
7,BubbleSortWhileNeeded,Ascending,Random,100,166187
8,BubbleSortWhileNeeded,Ascending,Random,100,169190
9,BubbleSortWhileNeeded,Ascending,Random,100,244865
10,BubbleSortWhileNeeded,Ascending,Random,100,340615
1,BubbleSortWhileNeeded,Ascending,Sorted,100,3039
2,BubbleSortWhileNeeded,Ascending,Sorted,100,18318
3,BubbleSortWhileNeeded,Ascending,Sorted,100,2964
4,BubbleSortWhileNeeded,Ascending,Sorted,100,2958
5,BubbleSortWhileNeeded,Ascending,Sorted,100,2797
6,BubbleSortWhileNeeded,Ascending,Sorted,100,4999
7,BubbleSortWhileNeeded,Ascending,Sorted,100,2927
8,BubbleSortWhileNeeded,Ascending,Sorted,100,2909
9,BubbleSortWhileNeeded,Ascending,Sorted,100,2890
10,BubbleSortWhileNeeded,Ascending,Sorted,100,2866
1,BubbleSortWhileNeeded,Ascending,ReverseSorted,100,392805
2,BubbleSortWhileNeeded,Ascending,ReverseSorted,100,221873
3,BubbleSortWhileNeeded,Ascending,ReverseSorted,100,228101
4,BubbleSortWhileNeeded,Ascending,ReverseSorted,100,129316
5,BubbleSortWhileNeeded,Ascending,ReverseSorted,100,118132
6,BubbleSortWhileNeeded,Ascending,ReverseSorted,100,95096
7,BubbleSortWhileNeeded,Ascending,ReverseSorted,100,87224
8,BubbleSortWhileNeeded,Ascending,ReverseSorted,100,88510
9,BubbleSortWhileNeeded,Ascending,ReverseSorted,100,86834
10,BubbleSortWhileNeeded,Ascending,ReverseSorted,100,91854
1,BubbleSortWhileNeeded,Ascending,PartiallySorted,100,58337
2,BubbleSortWhileNeeded,Ascending,PartiallySorted,100,38259
3,BubbleSortWhileNeeded,Ascending,PartiallySorted,100,38215
4,BubbleSortWhileNeeded,Ascending,PartiallySorted,100,46532
5,BubbleSortWhileNeeded,Ascending,PartiallySorted,100,36632
6,BubbleSortWhileNeeded,Ascending,PartiallySorted,100,44973
7,BubbleSortWhileNeeded,Ascending,PartiallySorted,100,52471
8,BubbleSortWhileNeeded,Ascending,PartiallySorted,100,72096
9,BubbleSortWhileNeeded,Ascending,PartiallySorted,100,68717
10,BubbleSortWhileNeeded,Ascending,PartiallySorted,100,37412
1,BubbleSortWhileNeeded,Ascending,DuplicateValues,100,1121
2,BubbleSortWhileNeeded,Ascending,DuplicateValues,100,1119
3,BubbleSortWhileNeeded,Ascending,DuplicateValues,100,1102
4,BubbleSortWhileNeeded,Ascending,DuplicateValues,100,1210
5,BubbleSortWhileNeeded,Ascending,DuplicateValues,100,1155
6,BubbleSortWhileNeeded,Ascending,DuplicateValues,100,1141
7,BubbleSortWhileNeeded,Ascending,DuplicateValues,100,1095
8,BubbleSortWhileNeeded,Ascending,DuplicateValues,100,1138
9,BubbleSortWhileNeeded,Ascending,DuplicateValues,100,1143
10,BubbleSortWhileNeeded,Ascending,DuplicateValues,100,1179
1,BubbleSortWhileNeeded,Ascending,Random,1000,15923501
2,BubbleSortWhileNeeded,Ascending,Random,1000,2297168
3,BubbleSortWhileNeeded,Ascending,Random,1000,1687338
4,BubbleSortWhileNeeded,Ascending,Random,1000,2025436
5,BubbleSortWhileNeeded,Ascending,Random,1000,1752557
6,BubbleSortWhileNeeded,Ascending,Random,1000,1569019
7,BubbleSortWhileNeeded,Ascending,Random,1000,2444043
8,BubbleSortWhileNeeded,Ascending,Random,1000,1820229
9,BubbleSortWhileNeeded,Ascending,Random,1000,1794730
10,BubbleSortWhileNeeded,Ascending,Random,1000,1724160
1,BubbleSortWhileNeeded,Ascending,Sorted,1000,2458
2,BubbleSortWhileNeeded,Ascending,Sorted,1000,2613
3,BubbleSortWhileNeeded,Ascending,Sorted,1000,2415
4,BubbleSortWhileNeeded,Ascending,Sorted,1000,2373
5,BubbleSortWhileNeeded,Ascending,Sorted,1000,2395
6,BubbleSortWhileNeeded,Ascending,Sorted,1000,2357
7,BubbleSortWhileNeeded,Ascending,Sorted,1000,2366
8,BubbleSortWhileNeeded,Ascending,Sorted,1000,2486
9,BubbleSortWhileNeeded,Ascending,Sorted,1000,2364
10,BubbleSortWhileNeeded,Ascending,Sorted,1000,2501
1,BubbleSortWhileNeeded,Ascending,ReverseSorted,1000,3089978
2,BubbleSortWhileNeeded,Ascending,ReverseSorted,1000,2390218
3,BubbleSortWhileNeeded,Ascending,ReverseSorted,1000,2264537
4,BubbleSortWhileNeeded,Ascending,ReverseSorted,1000,2265280
5,BubbleSortWhileNeeded,Ascending,ReverseSorted,1000,2377745
6,BubbleSortWhileNeeded,Ascending,ReverseSorted,1000,2339418
7,BubbleSortWhileNeeded,Ascending,ReverseSorted,1000,2635608
8,BubbleSortWhileNeeded,Ascending,ReverseSorted,1000,2455772
9,BubbleSortWhileNeeded,Ascending,ReverseSorted,1000,2513816
10,BubbleSortWhileNeeded,Ascending,ReverseSorted,1000,2581900
1,BubbleSortWhileNeeded,Ascending,PartiallySorted,1000,1349672
2,BubbleSortWhileNeeded,Ascending,PartiallySorted,1000,1195809
3,BubbleSortWhileNeeded,Ascending,PartiallySorted,1000,1160274
4,BubbleSortWhileNeeded,Ascending,PartiallySorted,1000,1139929
5,BubbleSortWhileNeeded,Ascending,PartiallySorted,1000,1490257
6,BubbleSortWhileNeeded,Ascending,PartiallySorted,1000,1752070
7,BubbleSortWhileNeeded,Ascending,PartiallySorted,1000,1199500
8,BubbleSortWhileNeeded,Ascending,PartiallySorted,1000,1238336
9,BubbleSortWhileNeeded,Ascending,PartiallySorted,1000,1239768
10,BubbleSortWhileNeeded,Ascending,PartiallySorted,1000,1312381
1,BubbleSortWhileNeeded,Ascending,DuplicateValues,1000,3329
2,BubbleSortWhileNeeded,Ascending,DuplicateValues,1000,2655
3,BubbleSortWhileNeeded,Ascending,DuplicateValues,1000,2686
4,BubbleSortWhileNeeded,Ascending,DuplicateValues,1000,2896
5,BubbleSortWhileNeeded,Ascending,DuplicateValues,1000,2870
6,BubbleSortWhileNeeded,Ascending,DuplicateValues,1000,2922
7,BubbleSortWhileNeeded,Ascending,DuplicateValues,1000,2838
8,BubbleSortWhileNeeded,Ascending,DuplicateValues,1000,2773
9,BubbleSortWhileNeeded,Ascending,DuplicateValues,1000,2831
10,BubbleSortWhileNeeded,Ascending,DuplicateValues,1000,2833
1,BubbleSortWhileNeeded,Ascending,Random,10000,248140322
2,BubbleSortWhileNeeded,Ascending,Random,10000,294401832
3,BubbleSortWhileNeeded,Ascending,Random,10000,249701100
4,BubbleSortWhileNeeded,Ascending,Random,10000,247785272
5,BubbleSortWhileNeeded,Ascending,Random,10000,246303247
6,BubbleSortWhileNeeded,Ascending,Random,10000,326266037
7,BubbleSortWhileNeeded,Ascending,Random,10000,226359672
8,BubbleSortWhileNeeded,Ascending,Random,10000,233890630
9,BubbleSortWhileNeeded,Ascending,Random,10000,237176215
10,BubbleSortWhileNeeded,Ascending,Random,10000,236589934
1,BubbleSortWhileNeeded,Ascending,Sorted,10000,72446
2,BubbleSortWhileNeeded,Ascending,Sorted,10000,42787
3,BubbleSortWhileNeeded,Ascending,Sorted,10000,42381
4,BubbleSortWhileNeeded,Ascending,Sorted,10000,42376
5,BubbleSortWhileNeeded,Ascending,Sorted,10000,42415
